biome,N,ncom,alt_stat,frt,srichness,isimpson
med,10,913,233,17.120993322910333,7,3.2725921150953163
med,10,914,53,13.969570967174839,1,1.0
med,10,915,54,7.25193440118822,2,1.3653073063434098
med,10,916,78,6.655259928912121,3,1.2522052520158258
med,10,917,54,9.507577652914113,2,1.2513144408243275
med,10,917,62,9.937259572193707,3,1.4385041012464246
med,10,918,188,18.22173767429121,4,2.939461367873404
med,10,919,77,230.6969830394631,2,1.8723678869013867
med,10,919,186,214.0181884466971,3,1.880162696213884
med,10,920,77,27.84074385857752,2,1.5280472522495485
med,10,920,88,27.259980620072444,3,1.5087779007168618
med,10,921,93,290.31108555121835,2,1.5940999197306454
med,10,922,68,107.71885630158674,2,1.6738508158727814
med,10,923,124,8.58181869706216,2,1.017199888476047
med,10,924,117,95.50068493150549,4,1.9680611055559178
med,10,924,162,95.41531023367402,5,2.1602054268722304
med,10,924,165,94.02506566277277,6,2.279660032400552
med,10,925,93,215.72658106105445,2,1.755109442413195
med,10,925,197,141.8697455968718,3,1.6949788629712297
med,10,926,124,8.793805046491817,2,1.016027460309715
med,10,927,67,15.194169748441396,4,2.715745458036912
med,10,928,53,67.50884013277933,1,1.0
med,10,929,64,30.11036995486114,4,1.695207659211599
med,10,930,54,22.541367473022888,2,1.9678059835584194
med,10,931,53,49.7358344512675,1,1.0
med,10,932,187,68.66236783329288,4,2.8559591457970375
med,10,932,189,77.11599838117569,5,2.6783801151773865
med,10,933,53,81.81944533012559,1,1.0
med,10,934,166,227.50251667248384,2,1.2803442866442323
med,10,934,167,267.4760363235725,3,1.360333874892643
med,10,934,179,128.1668422901658,4,1.5344851187379265
med,10,934,219,28.95023892960029,4,1.0884835758417057
med,10,934,220,39.72859089326066,5,2.687461622437703
med,10,935,53,23.636987721153986,1,1.0
med,10,936,166,84.08124306502899,2,1.6798188253269226
med,10,937,35,12.72357190969014,4,2.7552879827653087
med,10,937,202,14.581191421765938,5,2.885323995893242
med,10,938,53,13.88654233392962,1,1.0
med,10,939,42,30.550137932343706,2,1.865472384653178
med,10,940,53,14.205621617010415,1,1.0
med,10,941,53,20.479994735712612,1,1.0
med,10,942,168,22.50542347215418,3,1.9217799790481924
med,10,943,53,25.56289394791926,1,1.0
med,10,944,53,110.81461822546936,1,1.0
med,10,945,53,42.353228803591314,1,1.0
med,10,946,93,26.1243123240623,2,1.701609606830061
med,10,947,133,27.122499161352618,4,2.2310001677046256
med,10,948,183,80.83699630619019,4,1.068193046942198
med,10,949,53,300.8692224849131,1,1.0
med,10,950,55,27.009197651665488,2,1.7278207251078814
med,10,950,56,27.78637725353852,3,1.8371783028238757
med,10,951,53,111.79687700073477,1,1.0
med,10,952,53,174.72002844541126,1,1.0
med,10,952,93,40.55488377550955,2,1.6552526616250207
med,10,953,131,18.068569784123554,3,2.503215397771044
med,10,954,124,19.708266071752988,2,1.0833969210196484
med,10,954,212,19.83663155596616,3,1.0982091171627166
med,10,955,68,26.609458131671715,2,1.9621186079211421
med,10,956,53,163.61449073843912,1,1.0
med,10,957,31,26.59381139866977,3,2.289623496437735
med,10,957,190,28.309298286469858,4,2.359340223679036
med,10,958,53,321.96913241992377,1,1.0
med,10,958,56,163.71021911874905,3,1.564903334851516
med,10,958,82,121.77434012698949,4,1.8570469458531813
med,10,958,83,98.45246318877503,5,2.2624455799906023
med,10,958,87,55.85675130559237,6,3.575618337147037
med,10,959,53,236.0406252851425,1,1.0
med,10,960,143,15.689812565110975,3,1.1466834749964423
med,10,961,94,58.606635353357696,3,1.6066195854592888
med,10,962,55,14.486656210275337,2,1.7122499619988507
med,10,963,53,31.728099418245918,1,1.0
med,10,964,131,12.656481275238805,3,1.5187826820500578
med,10,965,54,15.359508464676088,2,1.9984079012510154
med,10,966,53,254.19189016285773,1,1.0
med,10,967,92,67.08765017993446,4,1.4893476784563602
med,10,967,122,67.44348167176575,5,1.5251037008661525
med,10,968,53,92.99397157287716,1,1.0
med,10,969,53,39.78214290271419,1,1.0
med,10,970,21,29.638942007392483,1,1.0
med,10,970,166,33.02894142378753,2,1.0202707011069427
med,10,971,201,49.208030568930326,4,2.244266588685813
med,10,972,13,70.03604090294772,1,1.0
med,10,972,124,66.59020812393359,2,1.0345754984822828
med,10,972,151,65.13350610885827,3,1.1179774585342694
med,10,973,37,6.907370267726852,4,1.4693167914112808
med,10,973,40,8.943580301466891,5,1.9793054727060249
med,10,973,41,7.161856095595786,6,1.4962116565636376
med,10,973,51,6.958676821852774,5,1.5558024925904785
med,10,973,52,7.2557980248484,6,1.6466729041072743
med,10,974,21,11.394762827311004,1,1.0
med,10,975,55,22.923844968774194,2,1.8839956468930752
med,10,976,177,85.22034819205815,5,2.9212307415689374
med,10,976,218,84.64852565589489,6,3.0208680572914197
med,10,977,53,69.36060567595189,1,1.0
med,10,977,68,55.962413564304086,2,1.1213925515327945
med,10,978,53,55.365695121941094,1,1.0
med,10,979,212,19.22255411269232,3,2.188373213657562
med,10,980,53,225.07839521457268,1,1.0
med,10,981,55,37.72364337729476,2,1.8004941647385269
med,10,982,166,26.3752918753981,2,1.6177686678744392
med,10,983,53,53.07134868461288,1,1.0
med,10,984,53,25.63934388703218,1,1.0
med,10,985,70,25.439243737949468,3,2.4069224690570707
med,10,985,180,22.32119909085337,4,2.2480120691350267
med,10,986,77,24.52588196918697,2,1.0122556274083963
med,10,986,143,24.404781090519844,3,1.0334011899616478
med,10,987,61,321.44002030498876,2,1.2262013494828239
med,10,987,100,200.06491959481087,3,1.2282418499811243
med,10,987,131,350.35048923686765,3,1.2232339690816554
med,10,988,93,8.422460190528641,2,1.0390627816945286
med,10,988,114,8.550933079060894,3,1.1036049654691251
med,10,989,89,37.04309227993188,4,2.696907325436201
med,10,989,120,41.472251332360436,5,2.8505989468494652
med,10,990,210,12.081829908061584,4,2.151808087944112
med,10,991,173,20.669234543147493,3,1.048895018035415
med,10,992,57,53.89955308089271,2,1.4016688431924316
med,10,993,178,58.759292635058756,3,1.7689605511242548
med,10,993,205,52.25485084454302,4,1.9237726901644454
med,10,994,53,52.198921048531474,1,1.0
med,10,995,146,14.81783009755705,5,2.7933510171355858
med,10,995,192,83.05105022829449,6,2.476595788509629
med,10,995,223,15.177742581968051,6,3.1883879897193883
med,10,995,224,16.2546780385633,7,3.274036393519445
med,10,996,96,14.721702949889359,4,2.7176043004190666
med,10,996,200,14.380141682773933,5,2.765654834244821
med,10,997,53,379.86617891433303,1,1.0
med,10,998,137,77.87120347696936,3,1.6578277716778125
med,10,998,138,79.00803540739389,4,1.6862767279108621
med,10,999,55,18.34069806465975,2,1.3801885482672873
med,10,1000,53,52.31538909940031,1,1.0
med,10,1000,93,46.24048767905927,2,1.5088063070318383
bor,10,1,19,63.47450566550006,2,1.3582435745819248
bor,10,1,23,58.6617368761556,3,1.5631088579930563
bor,10,1,39,51.14909701816009,4,2.0653267988422597
bor,10,2,18,10.83447599868265,1,1.0
bor,10,3,18,161.33021821466676,1,1.0
bor,10,4,18,32.64713628447711,1,1.0
bor,10,5,156,27.251363714540012,5,3.9547912578845392
bor,10,5,195,27.356370966827395,6,4.05723287951691
bor,10,6,71,16.227145113112424,4,3.40869411384702
bor,10,6,123,16.001115682899236,5,3.7243008080289233
bor,10,7,19,260.843650616094,2,1.0833186570796145
bor,10,8,20,135.316820244909,2,1.0809022663407333
bor,10,8,24,123.6681153921183,3,1.0702860911204861
bor,10,9,18,26.61850347181347,1,1.0
bor,10,10,19,16.38721881745119,2,1.3922017178802089
bor,10,11,18,23.41308417516001,1,1.0
bor,10,12,18,430.35833420980765,1,1.0
bor,10,12,20,267.3131009836333,2,1.0267610845196091
bor,10,13,37,22.01358498459753,4,3.0877540061448983
bor,10,13,212,21.3435900199642,5,3.1346541940611305
bor,10,14,18,283.71503768051656,1,1.0
bor,10,15,18,501.6554938347349,1,1.0
bor,10,16,100,11.919343685686883,5,3.566007507465389
bor,10,17,65,18.968802465020364,4,3.313071152946262
bor,10,18,18,254.2964498809097,1,1.0
bor,10,19,18,6.778266841345729,1,1.0
bor,10,20,98,27.381209450024574,6,2.7765518023402915
bor,10,21,18,123.24207385348274,1,1.0
bor,10,22,18,81.78675885799079,1,1.0
bor,10,23,18,53.45020657854618,1,1.0
bor,10,24,18,83.43093960636268,1,1.0
bor,10,25,19,15.162074120350825,2,1.3129256504501565
bor,10,26,30,66.23838831622422,3,2.406645806982993
bor,10,26,31,73.22619953520375,4,2.2262630460443895
bor,10,27,18,67.25552190062254,1,1.0
bor,10,28,44,39.34928233615078,4,3.7631874204219047
bor,10,29,18,42.34785394986413,1,1.0
bor,10,30,18,63.15325948175768,1,1.0
bor,10,31,24,44.922868681346024,3,2.5222897170328205
bor,10,32,23,53.647530589816,3,1.4885100714949697
bor,10,33,166,15.096959005088761,7,3.932884502511517
bor,10,34,18,9.484918181121671,1,1.0
bor,10,35,18,27.907834292371167,1,1.0
bor,10,36,21,7.540939220600571,3,2.2231071708962764
bor,10,37,18,298.5446111982947,1,1.0
bor,10,38,20,20.83894236769833,2,1.5133294640922612
bor,10,39,40,12.094315753027137,4,2.241320659479559
bor,10,39,55,11.591977878777138,4,2.2340769993685905
bor,10,39,69,11.618174718795785,5,2.336538282438782
bor,10,40,50,9.428262552103446,3,2.0099508036660345
bor,10,40,218,10.012743040213202,4,2.007455435460728
bor,10,41,18,116.83983925581107,1,1.0
bor,10,42,21,76.45636533843627,3,1.2120810665597026
bor,10,43,178,16.83219390902594,6,3.2466958894694957
bor,10,43,193,15.61808219178284,6,3.0628709396352325
bor,10,43,197,17.297794017711443,7,3.4066878433275747
bor,10,44,47,158.93383207079168,5,1.5862794285885158
bor,10,44,49,169.7150870504428,6,1.6019661082263237
bor,10,45,48,40.7167976645073,5,2.1624628389734366
bor,10,45,160,13.913745066170064,6,3.717162752501224
bor,10,45,171,13.71463180628756,7,3.903049335892094
bor,10,46,18,12.766534700491343,1,1.0
bor,10,47,18,316.7219453174757,1,1.0
bor,10,48,132,36.61372768798985,4,1.806799615431654
bor,10,48,156,39.72130388578766,5,1.8181441482419833
bor,10,48,255,44.20763209392549,5,1.8392786083302852
bor,10,48,262,44.81111578413177,6,1.8207983642848913
bor,10,49,18,548.5532378562631,1,1.0
bor,10,49,19,440.6226650057801,2,1.0248945824568043
bor,10,49,21,277.1288918519232,3,1.3433117316471794
bor,10,50,19,73.18429583897084,2,1.5108875826369004
bor,10,51,206,43.643632886229426,4,2.157025285380478
bor,10,51,209,43.30764239367235,5,2.0632995489693116
bor,10,51,239,45.432625568737905,6,2.300535516089687
bor,10,52,92,19.54212525023913,3,2.4747959294178403
bor,10,53,20,293.7216121045434,2,1.023831987338191
bor,10,54,37,20.455987175271655,4,3.7899115126475595
bor,10,54,95,18.804125334593028,5,4.209203986131873
bor,10,55,18,197.71508882205538,1,1.0
bor,10,56,18,697.0007273280347,1,1.0
bor,10,56,26,54.678572276947065,2,1.8692346012142664
bor,10,56,112,20.75235463639885,4,2.3145045367030996
bor,10,57,143,55.33542403898349,5,2.8490030884198534
bor,10,58,150,23.774735089454605,6,3.915488262073694
bor,10,59,267,7.110399393042073,7,2.241708250619718
bor,10,60,47,20.593148318537544,5,3.4702684585795875
bor,10,60,103,19.859940581194433,6,4.275797053227377
bor,10,61,18,59.74875825883432,1,1.0
bor,10,62,18,175.29151589193046,1,1.0
bor,10,63,19,131.41869049283056,2,1.2363214709613997
bor,10,64,34,48.46666957499179,2,1.5372913308022322
bor,10,64,36,48.298753473214944,3,1.5465211202904061
bor,10,65,18,33.93613961852508,1,1.0
bor,10,66,18,10.61649651264568,1,1.0
bor,10,67,22,13.868250417362361,2,1.9361528679715425
bor,10,68,18,270.82397260244636,1,1.0
bor,10,68,20,350.2906591270064,2,1.0081912940887972
bor,10,68,21,340.7706457915728,3,1.009034655078146
bor,10,69,24,41.249471102738966,3,1.9681318352182027
bor,10,69,55,31.669704173224257,4,2.567136426032175
bor,10,69,154,11.609906948330044,5,3.091829146489649
bor,10,70,21,23.28337549235386,3,1.345109458649088
bor,10,70,37,18.401639425909977,4,1.902824965141542
bor,10,71,19,14.482789926604198,2,1.671081979910967
bor,10,72,23,27.393533888956267,3,2.0506521740957244
bor,10,73,18,272.5769188907394,1,1.0
bor,10,74,18,32.392143891781764,1,1.0
bor,10,75,19,93.61065005595715,2,1.2141939168775437
bor,10,75,21,105.19930049549473,3,1.2111214546652587
bor,10,76,20,244.64479639600768,2,1.0260207879146463
bor,10,77,18,59.76242750193766,1,1.0
bor,10,78,18,29.082048531020835,1,1.0
bor,10,79,18,256.5701965600679,1,1.0
bor,10,80,22,30.548555314690443,2,1.0566568839947164
bor,10,81,26,25.669892888643094,2,1.6079232510155759
bor,10,82,19,136.6386974784252,2,1.4445830543067093
bor,10,83,18,212.95381579405307,1,1.0
bor,10,84,19,206.96708338076647,2,1.3344977339970387
bor,10,84,27,162.70781633999414,3,1.368925238868107
bor,10,85,18,29.238253261747335,1,1.0
bor,10,86,183,34.22846374034013,5,3.237794505471056
bor,10,86,185,35.913177552406985,6,3.2705041324119595
bor,10,87,19,13.981682985089655,2,1.8088265284114062
bor,10,88,18,60.80564968440451,1,1.0
bor,10,89,18,178.1191037332445,1,1.0
bor,10,90,18,56.46702413274796,1,1.0
bor,10,91,18,228.8319892712781,1,1.0
bor,10,91,22,131.48248363584972,2,1.244190551125316
bor,10,91,38,61.71648909181035,3,1.8381041130887241
bor,10,92,18,90.52478262426705,1,1.0
bor,10,93,18,42.01905981860247,1,1.0
bor,10,94,18,341.4419359233594,1,1.0
bor,10,95,26,100.46492574761926,2,1.4243743097760113
bor,10,96,18,9.896522812100272,1,1.0
bor,10,97,18,118.32171181507273,1,1.0
bor,10,98,18,344.60132978596636,1,1.0
bor,10,99,80,14.915416765893317,3,2.590002215935696
bor,10,100,18,77.28497600597,1,1.0
bor,10,101,18,28.116059810629462,1,1.0
bor,10,102,34,29.360542690704644,2,1.7099601976582697
bor,10,102,64,26.403601470657062,3,1.603772936260886
bor,10,103,31,17.108760280660338,4,2.8146908641912183
bor,10,104,20,6.80000265137906,2,1.5252059022355855
bor,10,105,23,15.777222207677825,3,2.023109376185322
bor,10,106,18,9.448800112757121,1,1.0
bor,10,107,196,39.951972776183915,6,3.926556462622025
bor,10,108,50,7.142460474503381,3,1.961952462892589
bor,10,108,52,7.684737618546524,4,2.440030373739261
bor,10,109,99,38.320049339589545,4,2.915755103511853
bor,10,110,89,16.892681129166363,5,3.3549469307065753
bor,10,111,19,21.716139955184534,2,1.3434804182335691
bor,10,112,18,276.92653984382963,1,1.0
bor,10,113,9,17.22106754841789,4,1.6078835014079977
bor,10,113,192,17.37997056985556,5,1.6531763567819544
bor,10,114,245,20.153513393598363,7,2.309124015463035
bor,10,114,246,19.191098555511932,7,2.3511131723861913
bor,10,114,247,18.645497650723954,8,2.3695268730008054
bor,10,115,168,53.77820532550372,6,3.2159157380600143
bor,10,115,266,41.22861186089281,7,4.487693714275374
bor,10,116,18,37.68563894859334,1,1.0
bor,10,117,18,216.81012531195105,1,1.0
bor,10,118,24,13.486383864068486,3,1.6630344551808474
bor,10,119,18,172.85335843821468,1,1.0
bor,10,119,19,132.84805627543798,2,1.0357803922529178
bor,10,120,18,173.3265357630486,1,1.0
bor,10,121,18,337.74405269080836,1,1.0
bor,10,122,92,15.421409391537752,3,2.5645569070301044
bor,10,123,21,29.77019614726431,3,2.4099734249472915
bor,10,124,29,122.49573129222752,4,2.002884556338056
bor,10,124,60,80.3635010331196,5,2.7607371429350365
bor,10,124,158,33.52081026147197,6,4.017348073342074
bor,10,125,247,35.042178752993685,8,5.097011406972637
bor,10,126,18,348.0930591824863,1,1.0
bor,10,127,151,20.17965423373039,7,3.0956687922415598
bor,10,127,172,19.621507927939728,8,3.1581147262315996
bor,10,128,76,11.348387008460428,6,2.603000639700026
bor,10,129,18,6.560067650616978,1,1.0
bor,10,130,18,436.5750549940542,1,1.0
bor,10,131,18,40.714017559572135,1,1.0
bor,10,132,126,23.691262641126944,6,2.7602452687675094
bor,10,133,18,121.04374686350447,1,1.0
bor,10,134,167,24.30095366470142,5,2.564426351557349
bor,10,135,33,23.262344486612164,5,3.6016418221540007
bor,10,136,30,26.792569947598178,3,2.3251061634107577
bor,10,137,42,58.038993309994076,3,2.7682473596843598
bor,10,137,71,49.95147010258797,4,2.6947240806652615
bor,10,138,20,134.7166299778722,2,1.0269782316077967
bor,10,139,71,99.88317703298418,4,1.70647257472007
bor,10,140,18,250.43112983881292,1,1.0
bor,10,141,85,68.1576974959031,4,3.1798668715178926
bor,10,141,100,64.83675741170381,5,3.2675133901655675
bor,10,142,157,28.31504345583636,5,3.7368915791968558
bor,10,143,29,106.18480908774872,4,1.7619556799814473
bor,10,143,60,86.17392536605686,5,1.9488060224618367
bor,10,144,257,12.030002542129264,5,3.598526899261759
bor,10,144,258,12.9668599893248,6,3.9493868138936374
bor,10,144,259,12.439487168737756,6,3.916281860360643
bor,10,145,18,186.19585411538964,1,1.0
bor,10,145,19,184.121167880294,2,1.0096453779165655
bor,10,145,20,268.21035007551194,2,1.0049565036510544
bor,10,146,19,75.0925375081498,2,1.1517118141126514
bor,10,146,27,47.74691999716805,3,1.2729242161189707
bor,10,146,43,34.22098518129238,4,1.582360952268912
bor,10,147,8,15.404687420632461,4,2.156680785562009
bor,10,147,17,16.837803433153518,5,2.3132562742304215
bor,10,147,187,15.211868659050864,5,2.191557867244087
bor,10,148,18,77.53779673950794,1,1.0
bor,10,149,20,10.559053218452298,2,1.9998303743071615
bor,10,150,18,10.480459095229534,1,1.0
bor,10,151,155,55.324761211828175,4,2.974943919292737
bor,10,151,156,54.351769065278106,5,2.947667923482331
bor,10,152,18,195.77050406089066,1,1.0
bor,10,153,18,96.42160442564881,1,1.0
bor,10,154,20,6.808984360419379,2,1.0387520149772422
bor,10,154,36,8.19710994745914,3,1.4156064235953458
bor,10,154,37,8.175090949921046,4,1.4658459713691914
bor,10,155,21,84.88494135311976,3,2.1164330387596886
bor,10,155,29,72.26515783205626,4,2.85753787437872
bor,10,155,60,63.72121662197318,5,3.8217584588074147
bor,10,156,18,266.8710052721781,1,1.0
bor,10,157,18,101.63661225404893,1,1.0
bor,10,158,89,8.49359197621322,5,2.4634088153437177
bor,10,158,178,9.02397267731591,6,2.549082007062226
bor,10,159,18,9.947182029603129,1,1.0
bor,10,160,19,14.076380474628898,2,1.8593725464040687
bor,10,160,50,13.67118454163775,3,2.8645153682169595
bor,10,161,18,33.91057296331315,1,1.0
bor,10,162,19,6.7515958285289015,2,1.2413481008938736
bor,10,163,28,36.60233808689464,3,2.184996728051026
bor,10,164,54,14.89179740135395,4,2.157034707712454
bor,10,164,110,14.67109513998028,5,2.133279447693422
bor,10,165,25,13.072792037401992,4,3.1491026164065725
bor,10,165,131,11.384619440219744,5,3.340527178904508
bor,10,165,161,11.01775681151498,7,3.840575346270864
bor,10,166,51,6.46948434670687,3,1.789758275346663
bor,10,167,18,17.533880604688004,1,1.0
bor,10,168,146,10.50486006093683,5,2.696476689222597
bor,10,169,22,121.81979682196128,2,1.761392148756203
bor,10,169,38,97.55711513437242,3,1.9285373885144868
bor,10,170,19,30.708993873631716,2,1.087429026001881
bor,10,171,211,25.083597883603662,4,2.5973011249389204
bor,10,171,214,25.886310788331016,5,2.7420718388912766
bor,10,171,256,27.015111394473603,6,2.7529948074638115
bor,10,172,18,76.69288331982999,1,1.0
bor,10,173,18,6.903938372221319,1,1.0
bor,10,174,18,102.05267367548339,1,1.0
bor,10,175,52,54.19484852684496,4,1.8361456762899817
bor,10,176,35,7.480450006975096,3,1.8914642510988429
bor,10,177,18,51.9476352397744,1,1.0
bor,10,178,19,57.87944345091969,2,1.137953643609604
bor,10,179,18,21.499157883264434,1,1.0
bor,10,180,18,103.74024936381316,1,1.0
bor,10,181,18,66.22133333333433,1,1.0
bor,10,181,19,54.0360251330182,2,1.1270280336648848
bor,10,181,21,38.519796475747455,3,1.5178285867754966
bor,10,182,18,548.2631017595716,1,1.0
bor,10,182,20,329.7056760005208,2,1.060302843131919
bor,10,183,12,9.849011857701974,3,2.5227482409260005
bor,10,183,235,9.513223192241925,4,2.481970816606041
bor,10,184,18,126.99658439802427,1,1.0
bor,10,185,46,35.47769731700358,4,3.9194805971130733
bor,10,186,18,42.97511030591926,1,1.0
bor,10,187,18,121.96109068963953,1,1.0
bor,10,188,89,17.72394850869559,5,3.616639191261561
bor,10,189,53,29.221094094327416,3,2.1440137867862883
bor,10,190,153,27.55324038225478,5,2.5264306654761253
bor,10,191,18,127.97611211247798,1,1.0
bor,10,191,22,54.136631250461754,2,1.359602439150941
bor,10,191,30,25.988156845688614,3,2.502711704803611
bor,10,192,18,154.75306380831734,1,1.0
bor,10,192,20,105.96582788656517,2,1.3237671580705437
bor,10,193,22,167.19363793745308,2,1.3798044116326635
bor,10,194,22,38.14839320815133,2,1.7539571579593198
bor,10,194,38,40.945964259832294,3,1.7441730825101587
bor,10,195,18,416.40899178704353,1,1.0
bor,10,196,15,20.72486784516916,6,2.971189051601408
bor,10,196,102,118.25250091126247,5,2.7482824630769374
bor,10,196,249,19.29008631495796,6,3.2264152954351677
bor,10,196,252,19.6867651783771,7,3.310072247798713
bor,10,197,18,320.2489906896216,1,1.0
bor,10,198,20,9.301976617157575,2,1.3224769575057334
bor,10,199,18,51.25274707095405,1,1.0
bor,10,200,86,16.67492794667305,4,3.472276200151571
bor,10,201,18,75.63077761104766,1,1.0
bor,10,202,18,92.4056500427693,1,1.0
bor,10,203,67,19.034836682902853,4,2.4525622215866574
bor,10,204,18,264.6248325822782,1,1.0
bor,10,205,24,139.62921260718957,3,1.5771996707339266
bor,10,205,40,42.158475481767496,4,2.7050838735306386
bor,10,206,22,26.933579681849253,2,1.9987202060293174
bor,10,207,49,9.889054092364088,6,2.3791859679054115
bor,10,208,71,16.621266726591863,4,3.342140800818895
bor,10,209,147,212.0089338892793,5,2.137689676889397
bor,10,209,150,177.45605900933776,6,2.180434111773568
bor,10,209,162,168.84506376937873,4,2.0226829368374455
bor,10,209,164,180.18987246078288,5,2.1210073896561847
bor,10,209,169,183.09372955872547,6,2.1619669882590853
bor,10,210,18,48.1927361768266,1,1.0
bor,10,211,160,34.411666372129595,6,3.944818172493351
bor,10,212,18,147.67490579721772,1,1.0
bor,10,212,19,95.90906217069632,2,1.0085205484354691
bor,10,213,113,24.912733104566726,5,2.499598583176225
bor,10,214,18,97.68022924236374,1,1.0
bor,10,214,19,79.75055453937634,2,1.126995402297747
bor,10,215,18,9.369090256293367,1,1.0
bor,10,216,18,31.89951172395615,1,1.0
bor,10,217,26,18.423296230146093,2,1.719231645936214
bor,10,218,4,10.085546155464622,4,2.4775146251361786
bor,10,218,5,10.592317226687857,5,2.5214332608813237
bor,10,218,6,10.493081324779087,6,2.60336498441572
bor,10,218,134,10.44955657502375,5,2.4897825293424636
bor,10,218,138,10.657569207425817,6,2.5284539311900724
bor,10,218,151,10.712743838978238,7,2.585961440680561
bor,10,219,18,143.4594583727382,1,1.0
bor,10,220,23,23.610157033069573,3,2.209846356207364
bor,10,220,54,18.868662192599977,4,3.3948520856684765
bor,10,220,62,19.425929810958372,5,3.573513300597428
bor,10,220,226,18.54744428542046,6,3.108669678412411
bor,10,221,18,13.190587019339072,1,1.0
bor,10,222,18,20.17444056484076,1,1.0
bor,10,223,18,92.30676022713548,1,1.0
bor,10,224,85,14.895209033945607,4,2.428595929789504
bor,10,224,87,17.003964961254336,5,2.684795145628249
bor,10,225,18,52.30489748492527,1,1.0
bor,10,226,18,16.224271405814275,1,1.0
bor,10,227,18,13.342554304333916,1,1.0
bor,10,227,22,12.886636461942038,2,1.0392893511892358
bor,10,228,18,40.75546090737432,1,1.0
bor,10,229,18,497.98418050132403,1,1.0
bor,10,230,19,9.102963074412807,2,1.6800230569338608
bor,10,231,57,13.376048976194951,3,2.2130998409156275
bor,10,232,20,10.939699949283545,2,1.498906030894863
bor,10,233,22,38.94274766761369,2,1.243681880425467
bor,10,233,23,35.147984270667024,3,1.252051732981199
bor,10,234,20,16.876568210137908,2,1.342418696725636
bor,10,235,20,44.3819159852878,2,1.257688456746163
bor,10,236,18,124.17712328767634,1,1.0
bor,10,236,19,91.52727052561536,2,1.1603792114867508
bor,10,237,26,35.51878086221196,2,1.5393502575002553
bor,10,238,18,49.10857081383142,1,1.0
bor,10,239,18,366.8251133188306,1,1.0
bor,10,240,18,197.53081933711522,1,1.0
bor,10,241,18,361.89311820268114,1,1.0
bor,10,242,18,370.52343626898397,1,1.0
bor,10,243,18,299.5138890528401,1,1.0
bor,10,244,205,56.31417390136858,4,2.3644410695886657
bor,10,244,238,52.91699213059338,5,2.5928268510858197
bor,10,245,18,14.547749919197967,1,1.0
bor,10,246,18,194.89187424106044,1,1.0
bor,10,247,18,37.7295896759395,1,1.0
bor,10,248,18,124.08354131174752,1,1.0
bor,10,249,19,73.42687348909863,2,1.1690775496015977
bor,10,249,27,47.49896758170116,3,1.3168015289913062
bor,10,249,43,29.34089401769345,4,2.2814909005486492
bor,10,249,72,21.6599816929367,5,2.9913153749015824
bor,10,249,124,19.215163329821564,6,3.703929732332539
bor,10,250,24,181.8293930226753,3,1.5860207374450357
bor,10,251,20,160.8644822506699,2,1.4612711292749991
bor,10,251,28,65.21955190851406,3,2.32918599088621
bor,10,251,44,23.500350486508523,4,2.8632547509107273
bor,10,252,129,13.202268609116834,3,2.3117523068224393
bor,10,252,152,12.836151664576493,4,2.6474490067925625
bor,10,253,143,15.819888507853404,5,3.891534650587518
bor,10,254,18,199.34005756905722,1,1.0
bor,10,255,18,190.3399631634181,1,1.0
bor,10,256,18,243.35244825225575,1,1.0
bor,10,257,18,504.41293183272506,1,1.0
bor,10,258,18,172.98998081814136,1,1.0
bor,10,259,18,212.1744260851067,1,1.0
bor,10,260,18,256.7262837757549,1,1.0
bor,10,261,19,6.78834190888037,2,1.5105256409148162
bor,10,262,19,97.26908678461926,2,1.0364943298906413
bor,10,263,18,208.57949795117986,1,1.0
bor,10,264,19,22.42764290831411,2,1.7257021241101145
bor,10,265,18,222.2439709879487,1,1.0
bor,10,266,98,42.440329628101146,6,4.166684657399261
bor,10,266,186,35.64983359941357,7,3.687939172673117
bor,10,267,18,56.826232089439834,1,1.0
bor,10,267,19,45.940938842876974,2,1.1358943921318996
bor,10,267,37,42.0651497562218,4,1.3634809134705466
bor,10,268,266,34.84253825282471,7,4.333187450028798
bor,10,269,33,36.46409472969252,5,2.824158033782819
bor,10,269,63,23.082923577489925,6,4.07313228362348
bor,10,270,18,47.13139716698239,1,1.0
bor,10,271,18,193.4395148661222,1,1.0
bor,10,272,18,301.27993646820863,1,1.0
bor,10,273,18,45.633410307932586,1,1.0
bor,10,274,22,161.1853130740288,2,1.6263020281807008
bor,10,274,38,114.02116664305879,3,1.7010556881380072
bor,10,275,2,10.621441589746157,3,2.174047519475736
bor,10,275,50,9.880425580673915,3,1.9916842693746164
bor,10,275,107,10.636762022806394,4,2.170490332743647
bor,10,276,18,28.825096624049902,1,1.0
bor,10,277,21,229.05654399452342,3,1.2360307647351023
bor,10,278,31,7.669754697236015,4,1.2520913340810813
bor,10,279,18,161.9474466658763,1,1.0
bor,10,280,79,29.4944052861532,3,1.8739349070101083
bor,10,280,173,25.55929591549169,4,1.721608689151149
bor,10,281,24,10.741534309859052,3,2.3085762097224785
bor,10,281,40,10.216925792082556,4,2.399273591222285
bor,10,282,18,37.37242641110087,1,1.0
bor,10,283,18,282.9384300293264,1,1.0
bor,10,283,20,216.6620559677512,2,1.3445431830566528
bor,10,283,32,61.71239641469095,4,2.8634239022367125
bor,10,284,20,247.56191024461805,2,1.0573209948184257
bor,10,285,18,84.89583330302001,1,1.0
bor,10,286,47,20.38988114156299,5,3.5350770867415786
